x0, x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, x17, x18, x19, x20, x21, x22, x23, x24, x25, x26, x27, x28, x29, y
594, 237, 382, -973, -151, -361, 671, 353, -571, -650, -715, 241, -266, 959, 583, 383, 838, 236, 876, 834, -666, 207, -541, 317, 823, 809, 613, -401, -447, 426, 1433650
986, 261, 661, -753, -330, 250, 211, -193, 408, -334, -986, 354, -499, -454, 688, 630, -446, -502, -720, 638, 646, -145, 848, -279, 393, 547, 729, -819, 529, -518, 133050
517, 782, 961, 205, -198, 518, -277, 504, -366, 705, 144, -64, 286, 261, -885, -272, -685, -488, 972, 752, 112, -461, 62, -185, -175, -387, -214, 178, 614, -434, -219973
483, 600, 966, 352, -965, 888, 383, 394, 129, -755, -802, 574, 877, 296, -81, -937, -653, 50, -48, -684, 893, -658, -42, 108, -125, -839, -740, -109, -10, 682, 3665466
970, 636, -819, -69, -425, 412, 604, 544, 937, -574, -282, 950, 191, 963, 995, -193, -553, -566, -601, 859, -687, -957, -152, 593, -339, -826, 223, -158, 434, 251, 34304
-492, 139, -304, 302, -453, -327, 313, 356, -861, -615, -990, 518, -341, 621, 320, -866, 251, -209, -956, -974, -100, 965, -731, 285, 989, -932, -309, 310, 214, 573, 862839
-852, 296, 47, 154, -554, 233, -63, -903, -888, 653, 855, -458, -104, 295, -969, -770, 22, -320, 221, 76, 465, 30, 257, 309, 276, -98, -900, -835, 922, -590, -1893230
933, -100, 329, 954, -95, -795, 650, 972, -896, -962, -510, 529, 301, 530, -308, 880, 825, 143, 37, -851, 534, 510, -972, -539, 227, -841, 249, -910, -455, 451, 2893437
254, -648, -596, -966, -793, -417, -617, -793, 842, -892, 263, -29, -953, 141, 854, -553, 112, -601, 458, -117, 766, -165, -283, 977, 889, 753, 246, 327, 299, 638, -1262933
282, -80, -83, 629, 470, -871, -585, 695, 913, -122, -208, 206, 923, -719, -326, -871, -948, -51, 233, 27, -953, 223, -467, 700, -470, 728, 878, -170, -839, 843, -1940663
-526, -624, 338, 778, -870, -810, -831, 507, -750, 397, 276, 150, 404, 318, 668, 907, 274, -841, -600, -590, 926, 891, 41, -855, -493, -915, -171, -740, 177, 414, 1898914
428, 801, 454, -933, 62, 428, 585, -984, -791, 525, -622, 825, 919, 905, -796, -666, -486, 761, -325, 533, -286, 368, -808, 400, -953, 621, -37, 781, 622, 908, 915817
-327, 566, -592, -236, 194, 813, -819, -914, -494, -66, 118, 852, 920, 76, -211, -372, 636, -862, -80, -155, 517, 924, -927, 777, -585, 963, 752, -386, 244, 321, -419811
-436, 269, 910, 270, 658, 322, 449, 296, 996, 937, 532, -12, 430, -522, 596, 231, -749, -6, -635, -636, 563, -986, 486, 427, 106, 198, 33, 212, 320, 608, 2331752
-666, 215, 271, -933, -610, -499, -34, 243, 139, 823, -972, -759, -558, 830, -974, 401, -552, 452, -953, 526, 936, 472, 318, -439, 86, 396, 420, -397, 579, -915, -3502986
369, 982, -388, -43, 578, 61, -572, 25, 885, -452, -495, 642, -368, 230, 970, -255, 988, 184, 71, -745, 16, -705, -66, -653, -734, 396, 478, -332, -886, -450, -648981
424, 129, -204, 672, 163, -935, 657, -805, -156, -101, -895, 885, -69, 472, -156, 58, -401, 214, 477, -811, 614, -511, 448, 194, -904, 340, -379, -810, -311, -372, -1376320
-80, 931, 366, -215, 497, -23, 496, 567, 362, -846, -296, -495, -374, 730, -926, 329, 168, 952, 609, -484, 125, -495, 24, 554, 197, -808, 51, 908, -528, 536, 739085
-884, -466, -521, 656, 452, 944, -400, -945, -871, 72, -842, -171, -527, -529, -475, 778, -123, 836, -958, -82, 85, -293, 320, 685, 449, 798, -76, 220, 721, 938, -521596
252, -923, -150, 139, -725, 512, -290, -558, 990, -321, 275, -658, 190, -74, 820, 76, 654, -241, -657, 257, 323, 504, 491, 194, 89, -881, -91, 243, -898, 439, 2440881
83, 48, 809, 545, -18, -799, 94, 846, 957, -48, -148, 624, 383, 504, -163, 767, 845, 146, 422, 142, 641, 144, -995, 682, -31, -145, -565, -38, 935, 572, 1639591
206, 968, 114, -797, -169, -618, 418, -830, -476, -373, -777, -378, -497, 28, -867, 785, 221, -14, -459, -347, -575, 605, -108, 762, -733, 561, -235, 340, -343, -9, -413830
-472, 790, 708, 275, -390, 546, 138, 670, -684, -12, 499, -375, 129, 839, 72, -864, 706, -502, 980, 875, -288, 311, -686, -468, -748, -732, 137, 795, -48, -721, -289230
-548, 503, -790, -1000, -948, 351, 808, -28, -632, 863, -408, -949, -309, 911, 675, 861, -831, 724, 175, 837, 527, 475, -248, 71, 395, -974, 437, 56, -962, 511, 2187048
960, -308, -933, -139, -104, -986, -272, 902, -839, -694, -575, -732, 692, 759, 526, 836, -94, 784, -258, 488, -378, -120, 157, -53, -258, -500, 229, 64, -892, -499, -268870
-669, 232, 612, -987, -724, -851, 344, 114, -86, 57, -649, 525, -314, -959, 183, 129, 13, 524, 594, 874, 937, 236, 6, 109, -968, 435, -193, -585, -49, -704, 452987
-45, 691, -625, -294, 543, -744, 895, 159, 672, -793, -874, 297, -746, 956, 918, 393, -511, -799, 547, -83, -201, 495, -230, -242, -688, 285, -739, 453, -13, 396, -2324815
119, 700, 322, -664, -782, 159, -170, -508, -867, -73, 861, -380, 108, 320, 362, 786, -225, -691, -771, -997, -914, -245, 986, 52, -476, -515, 223, -172, 432, -364, 1326364
153, 916, -55, -56, -442, -186, -741, 898, -48, -670, 923, 562, 178, 166, -151, 474, -438, 944, 587, 512, 257, -821, -804, 515, 681, -312, 449, -860, -207, 225, 872058
43, -837, 928, -860, 681, 557, -502, -873, 974, -619, -352, 785, -369, -813, -580, 203, -454, -101, 804, -851, -50, 616, 328, -840, 71, -767, 376, -675, -510, 315, 501832
-427, -524, -547, -428, -120, -239, 334, 821, -787, 36, -401, -489, 498, -552, -290, 561, 557, -281, -521, 246, -255, 171, -552, 732, 141, 855, 42, 807, 433, -254, 554711
982, -61, 942, 832, 484, -991, -731, 989, 398, -870, 348, -705, -759, 227, -760, -156, 542, -165, -442, 670, 187, -654, 464, -579, -393, 942, 264, 112, 446, -435, -4293921
49, 20, 562, -875, 469, 183, 280, 115, -41, 47, 232, -550, -888, -790, 601, -631, -34, -984, 508, 571, 211, 531, -798, 394, 520, 936, -256, 694, -772, -919, -421606
306, -674, 494, 844, -513, 792, 31, -889, -373, 973, -263, -608, 802, -282, -348, -647, 28, -92, 262, -320, 529, -357, 425, -295, -223, 416, 90, 126, -257, -982, 448007
392, 819, 887, -583, 365, 54, 296, 33, 839, -928, -990, 628, -384, -963, -73, -675, -237, -785, 114, 823, 876, -176, -864, 518, -916, 569, 676, 670, 328, -349, -1663070
-756, 74, 889, 198, -779, 670, -257, 479, 257, -934, -737, 970, -82, -214, -51, -976, 924, 641, 262, -82, -805, -159, 660, -809, -53, -680, 610, -725, 886, -963, -481145
-629, 14, -105, 6, -249, 203, -127, 520, -605, -327, 926, -554, 359, -453, 34, -911, 813, 657, -493, -57, -22, -99, 789, 864, -568, -386, 69, 137, 712, -663, 181610
88, 882, 576, -240, 11, -98, -704, -2, 112, -238, 313, -897, 162, -215, -223, -829, -347, 261, 740, 395, -353, 531, 928, -705, 763, 144, 434, 104, -890, -205, -1263909
-247, 99, -502, 77, 205, -846, -402, 844, -34, 20, 117, 456, 38, 380, -866, 139, -20, -644, -362, 367, 469, 191, -884, 119, -901, -113, 740, 693, -261, -322, -2523741
-355, 389, -149, -215, 688, 522, -621, 492, 693, 384, 664, 868, 136, 878, -450, 68, 11, -968, -787, 569, -996, -552, -203, -690, 37, 658, -765, 426, -167, -778, -2146692
-621, -145, 770, 148, 42, -925, 850, 323, 384, -925, -834, 32, -471, -961, 65, -505, -533, 77, 508, -949, 453, 491, 797, -87, -188, -293, -219, 207, 401, -215, -826513
-697, 915, 78, 789, -646, 536, 639, 421, -39, -345, -88, -891, 834, -860, -3, 749, 565, -888, -55, -869, -700, -425, 260, 475, 123, 672, 55, -469, 923, 732, 1964293
317, 692, 664, -465, 493, 222, -291, -647, -199, 604, -41, -335, -403, 914, 724, 961, 553, 173, -701, 794, 379, -135, -261, 926, 235, 577, -177, -138, 633, 819, 1164985
-394, 783, -13, -958, -155, 253, -580, 429, 172, 888, -486, -494, -800, 882, 390, 261, -505, 898, -856, -728, -521, 342, -566, 996, 2, 648, -6, 847, 740, -193, -831928
340, 520, -925, -733, -944, -890, 338, 132, 647, -494, -223, 296, -868, -153, -595, -999, 453, -609, 950, -462, 832, -556, 839, -830, 19, 427, -994, -63, 379, -745, -2117009
-298, -240, -429, 291, 791, -695, -977, -98, -133, -634, 309, -663, -764, 397, 890, 997, 70, -248, -141, 100, 829, 289, -518, -447, -209, 887, 748, 897, -614, -942, -3998296
-482, -34, -69, 890, 981, 870, 892, -703, 41, -893, -190, -373, 937, 732, -310, 326, -683, 4, 725, 616, -267, 639, -75, -858, -922, -488, 791, 121, 438, 145, -3194518
412, 984, 936, 361, -880, 415, -903, -46, -763, 36, 57, -468, -182, -893, -31, 422, -43, 293, -960, -129, -917, 121, -705, 168, 314, -621, -949, 918, 528, 975, 3757210
981, 686, 768, -317, -790, 738, -884, -542, 392, 82, -545, 718, 500, 653, 135, 525, 893, 614, -56, 470, -31, 454, 666, -646, -980, 305, -157, -173, -256, -77, 2647704
-747, -903, 436, -620, 721, 892, 254, -336, 327, 638, -387, -295, -688, 339, 345, 103, -221, -495, 209, -954, 425, 877, 865, -338, -985, 940, 44, -998, 147, -259, -1516547
186, 232, -451, -384, -918, -704, 985, 841, 337, -687, 540, 128, -806, 83, -740, 834, 394, -27, 151, -807, 926, -784, 573, 524, 831, -851, 164, 749, -473, -162, 2582337
-53, 343, -598, 23, -164, 988, 191, 863, -637, -928, 200, -838, -64, 597, -552, 55, -506, 115, -795, -855, 838, 916, -227, 911, 300, 237, -109, -655, -345, -673, -639391
614, 797, -865, -799, -986, -491, 773, 651, -961, 597, 124, -47, 250, -62, -565, -503, -278, 800, -915, -215, -73, -195, -62, -37, -673, 687, 537, -915, -434, 858, 1761508
308, -962, 219, -604, -263, 764, 792, 421, 226, -823, -448, 903, -727, -737, 74, -485, -731, -80, 615, -206, 756, -989, 107, 968, -458, -242, 466, -81, -380, -774, 1017428
4, -881, 320, 819, -96, 369, -97, 935, 13, -805, 228, 308, 188, 442, 174, -909, 777, 613, -86, 329, -620, 180, 87, -32, -74, -743, -253, -243, -131, -916, -158562
-424, 175, 988, 578, -946, -23, 369, -874, -253, 299, 241, -301, 631, 748, -623, -706, 722, 623, -291, -294, -188, -852, 597, 353, -185, -183, -91, -822, -641, -886, 519928
108, 860, -416, 550, -819, 848, 471, 907, 349, 270, -289, 539, -458, -682, 822, -572, 625, 628, -371, 616, 571, 805, -991, -302, 244, -897, 865, -957, -74, 866, 3336307
247, 171, 600, 207, -833, 233, 882, 481, 264, -769, -752, 86, 80, 645, -21, 462, 908, -590, -234, -768, -505, 461, 536, 762, 781, 810, 965, -821, -89, -789, 913290
30, -896, 99, 34, -773, 93, -854, -878, -655, -256, 583, 47, -538, 935, 323, 498, 184, -570, -192, 466, 934, 124, 373, -490, 753, -455, -310, 429, -931, -770, 172886
67, -346, -569, 335, 494, -511, 357, 110, -686, -575, 691, -725, 87, 479, -153, -257, 408, 696, 567, 791, -264, -520, -423, -810, -229, 267, -192, 997, 365, -274, -2626365
-254, 240, -953, -588, 889, -373, -479, 619, 331, -453, 793, -919, -840, -666, -387, -336, -400, 298, 164, 767, 575, -730, 618, -894, -320, 566, 759, -64, -29, -183, -4793996
969, -150, 83, -595, -301, -762, -136, 165, 534, 809, 88, 208, -974, 667, -400, -361, 138, 302, 218, -713, -607, -858, 129, -580, -13, -375, -666, -868, -207, -595, -641194
-844, -419, -626, 126, 144, -136, -49, -799, 29, 223, -795, -35, -566, 995, -873, 817, 447, -637, 62, 899, -638, 569, -720, 310, 7, -367, -22, -384, 323, 655, -3023086
57, 999, -701, -514, 240, -594, 317, -621, 134, 772, -21, 177, -239, -16, 335, -290, -717, 951, 447, -289, -872, -290, -528, -231, 85, -661, 373, 966, 102, 147, -525707
-572, 943, -417, 235, -807, -547, -869, -295, -82, 594, -593, -119, 52, 358, -781, -701, 688, -996, 837, -202, 862, -287, 693, 414, -178, 976, 181, -342, 871, 890, -2130717
250, 48, 494, -769, 347, -500, 746, -247, -424, -147, -763, 888, 200, -952, -48, 301, -900, 438, -12, 242, 524, 551, -2, 706, -867, 62, -174, 612, 363, -270, 1221093
237, -3, 479, 958, -797, 847, 831, 492, 973, -989, 160, 587, 756, 896, -719, 774, -254, 895, 832, -509, -197, -415, -215, -268, 324, -709, 495, -200, 904, -862, 514158
-460, -970, 613, 757, -294, -468, -262, -509, 881, -383, -275, 775, -733, -294, -334, -56, -284, 91, -318, 131, -232, -61, -436, -143, 169, -41, -860, -921, -908, -447, -1484815
-138, -785, 90, 718, -786, -145, -142, -447, 968, 798, 702, -335, -580, 327, 961, 315, -157, -758, 371, -111, 210, 414, -158, -65, 862, 240, -195, 32, 529, -746, -1098708
961, 409, 880, -652, -427, -797, 245, -703, 594, 762, 248, 466, 363, -393, -17, 267, 766, 767, -758, -1, -32, 898, -94, -808, -74, 402, -299, 415, -511, 558, 4049224
-337, -457, -861, -289, 685, 879, -282, 692, 103, 877, 960, 399, -794, 321, 243, -145, -843, 282, -141, -293, 531, 473, -970, 347, -142, 693, -811, -29, 967, 313, -907100
785, 31, -131, 594, -702, 244, -598, 316, 701, 904, -621, 312, -905, -746, 578, -239, 547, -198, -532, -207, 69, 157, 919, 789, -941, -115, 398, -838, 368, 117, 1073550
719, 908, -662, -731, -268, -348, -104, 563, 544, 559, -109, 122, 897, -459, 578, 441, 283, 503, -907, -996, 966, 942, 324, 112, -984, 890, 284, 810, -726, 271, 3716297
846, -308, 408, -850, 673, 454, 0, 583, -469, -794, 446, -448, -333, 744, -128, -136, -897, -446, 492, 668, -105, -219, 615, -608, 828, 282, 871, 127, -589, 68, -1369736
-293, 750, 94, -894, -815, -944, -699, -436, 713, 887, -530, 935, -467, -864, -839, 586, -664, -284, 574, 161, -290, 164, 15, -547, -628, -237, -728, -393, -654, -957, -683623
62, 455, -11, -538, -741, -917, 900, -814, 60, 268, -91, -647, 621, -900, -821, 68, 519, -425, -997, -540, -7, -326, -22, 809, 276, -542, -482, 862, 610, -598, 1368752
-910, 400, 854, 748, -368, 115, -742, -428, 725, -826, -239, 81, -81, 994, -371, -483, 502, -355, 257, 781, 512, -871, -786, 191, 963, -862, 511, 726, -209, 6, -1944036
19, -138, 141, 473, 575, 102, -346, 736, -767, -13, -549, 61, -470, -766, -216, -94, 588, 12, -808, 481, 72, 423, -438, 66, 586, -907, 450, -615, -762, 957, 1825095
-910, -343, -948, -350, -682, -458, 671, -691, 239, -729, -422, -299, 42, -668, 122, 638, -96, 41, -484, -978, 64, -67, 54, 136, -246, -148, -798, 152, 114, 517, 686546
-8, -681, 405, -716, 228, -683, 724, 116, -167, 415, 4, -898, -993, -530, 371, -881, 346, -776, -244, -892, -291, -745, 175, 833, -957, -914, 929, 336, 786, 186, -617072
549, 520, -766, 567, 250, -688, 568, -582, 390, -926, 813, -560, 102, 836, -370, 255, -434, 445, -844, -173, -842, 853, 494, -467, 693, 874, 791, -980, -103, -465, -4422620
-965, 182, -342, -739, 48, -801, -646, -633, 80, 440, 55, 291, -88, -716, -71, -104, -680, 525, 671, 599, 876, -555, -335, -342, 103, -224, -270, -17, -334, 232, -979168
-293, 63, 876, 102, 455, -820, 642, -598, 294, 97, -600, 15, -825, -25, -267, -451, 591, -769, -860, 386, 403, 448, -649, 715, 360, -453, -282, 453, 795, 134, -1376207
928, 611, -188, -15, 971, -590, -524, -50, -971, 257, 451, -545, -478, 341, -859, 847, -398, -579, -282, 487, 758, 181, 450, -598, -434, 31, 352, -457, 770, -94, -3267783
122, -383, 664, 460, -985, 973, 538, 815, -26, -835, -848, 715, 530, -171, 801, -696, -905, -455, 951, -752, 341, 108, 807, -17, -564, 919, 435, -364, -751, -8, 2203007
-172, -122, -41, -966, -635, -788, -419, 408, 115, -293, 978, 954, 921, 235, -72, 370, -312, 439, 892, 375, 979, -709, -204, 4, -79, 246, 336, -523, -264, 329, 1481412
-453, -343, -687, -47, 804, -11, -82, -569, -45, 405, 61, 558, -711, 194, -368, -799, 643, 326, -632, 927, 968, 727, 144, 950, -234, 975, -506, 288, 719, 422, -2240494
-983, -809, 494, -181, 834, 288, 152, 741, 139, -606, -982, -88, -198, 582, 200, 755, 323, 106, -942, -181, 935, -57, 682, 904, -650, -465, -296, 563, 513, -462, -312687
-427, -958, -428, -501, 556, -65, -721, -509, 11, 540, -840, 917, -763, -742, -919, 79, -213, 721, 213, 839, -812, -916, 504, 45, -41, -749, 990, 633, 760, -3, -2354353
-210, -574, -544, -957, -72, -275, 232, -642, 624, 696, 698, -63, -142, 86, -787, -810, -841, -969, 637, 261, -208, 35, -257, 943, 798, 54, -463, 668, -505, 499, -915568
-885, 903, -439, 792, 379, -924, 472, 911, -437, 186, 953, 578, -862, 727, 796, 284, 223, -262, -328, -191, 327, 529, -650, -868, -845, -481, 409, -780, 977, 885, -1463379
308, -878, -653, -67, 938, -493, 760, 678, -774, 431, 393, -958, 405, -129, -125, -985, -164, -633, -858, 277, -243, 298, -693, 606, -514, -982, 543, 694, -124, -738, -1815042
-295, -634, 499, 864, -229, -86, 23, -867, 734, 76, 188, -977, -244, -564, 224, 122, 728, 858, 620, 790, -230, -697, 358, 589, -127, 553, -104, -301, 798, 205, -1104289
662, -671, -962, -895, -407, -967, 24, -126, -550, -769, -256, -260, -177, 189, -919, 991, 65, 85, 927, 471, -5, -12, 410, -584, -811, 790, 87, 771, -740, 68, -1285096
-377, 254, -430, 754, 245, 301, 670, 589, 398, -808, 455, 186, 71, -992, -131, 229, 746, 818, -577, -632, -546, -936, 989, -871, 596, -45, 920, 246, 777, 34, 603388
490, 769, -55, -309, 812, 924, -277, 511, 451, 170, -773, -224, -9, 34, -140, 15, -149, -658, 528, 412, 7, -791, 871, 610, 441, 820, 945, -297, 903, 57, -1725345
-552, 894, -623, 751, 491, 673, 141, -494, -765, 912, -416, 419, -940, 804, -482, -287, -825, 14, -780, -319, -958, 34, -531, 278, 621, 853, -125, -470, -296, 359, -2367432
56, 505, 960, 724, 17, 810, 724, 490, -279, -242, 355, -326, 798, -498, -465, 66, -680, 394, -242, -727, -836, -649, -587, -999, -995, 657, 10, 665, -15, -276, 968755
-127, 448, -659, 557, -793, 645, -821, 14, 323, -201, -383, -158, 782, 947, 195, -406, 224, -164, 140, 242, 519, 730, -876, -679, -504, -336, -875, -797, 980, -840, -2386289
121, -63, 467, -445, -909, -177, -645, -575, -709, -517, -526, 176, -195, 880, 82, 874, -150, -526, -767, 2, -146, -718, -610, 635, -82, -781, 238, 152, 781, 791, 615008
109, -927, -870, 549, 828, 420, 652, -207, 264, 519, -470, -334, 57, 873, -56, 617, -152, -920, 702, 930, -909, 455, -160, 862, -592, -362, -170, 839, -74, 523, -1366644
475, -795, 780, -887, 856, -139, 860, 721, -529, 477, 465, -272, -685, 987, 853, 825, -825, 870, -107, 992, -511, -431, 720, -507, 171, 668, 976, 426, -13, 629, 508220
189, 577, 734, -735, -259, -873, 374, 500, -76, -390, -844, 358, 71, 707, 715, -842, 870, 602, 134, -678, 425, -153, 535, 30, 71, -766, -889, -631, 172, -708, 1599471
747, -418, 997, -266, -28, -774, 210, 815, 521, -490, -831, 141, -585, -830, 759, -49, -14, 152, -341, 55, -72, 511, 237, -516, 782, 26, 563, 303, -129, 436, 1640994
-738, 744, 562, 287, -436, 294, -37, 965, 28, -827, 840, 373, -50, -976, 999, -986, -944, -89, 28, 83, -352, -144, -705, 413, -347, -302, 477, 739, 732, 518, 562590
-813, 747, 890, -289, 765, -250, 384, 748, 155, 828, -435, -568, 637, 426, 647, 607, -715, 646, 42, -932, 479, 857, 40, 464, 524, 215, -479, 245, -706, -16, 2324101
214, -100, -628, -964, -282, -598, -943, 338, 153, -293, 60, -538, -199, -498, -862, 230, 330, -725, -161, -13, 222, 390, -498, -177, 306, -515, -645, -941, 140, 196, -928279
404, 95, 162, -276, 238, 205, 430, 694, -925, 582, 406, -730, -855, -203, -453, 133, -238, -625, -482, 750, 366, 199, -770, -178, -674, -180, -761, 369, -223, 29, 446098
300, -789, -745, 451, 427, -757, -531, -504, -932, 166, 457, -817, -393, -990, -391, -497, 614, 75, 978, -161, -727, -443, 347, 236, -115, 689, 820, -129, -346, 761, -1643257
467, 505, -935, 131, -513, -478, 331, -941, -833, 582, -684, 15, 123, -436, -725, 259, -394, -454, 265, 587, -506, 863, 269, -506, 231, 769, 378, -850, -840, -746, -1839354
-114, -142, 409, 165, -398, 518, 135, -281, 728, 344, 14, 754, -779, 839, -885, -472, -511, 456, 48, 815, 675, -112, 568, 521, -640, -447, -916, -81, -293, 612, 86528
870, 280, -580, -465, 318, -296, 63, -887, 383, -47, -593, -591, -595, -773, -860, -116, -873, -746, 256, 973, -373, -160, 364, 725, -85, -188, 479, 615, -825, 590, -2061057
-97, -108, 874, -316, 955, -939, -936, 908, -14, 97, -56, 117, 913, -385, -705, -406, -92, 742, 234, -80, 659, -525, 156, -328, 694, 640, 643, -901, 429, 63, -1267593
-190, 500, -779, 828, -488, 834, -421, 331, -169, -199, 45, 586, 613, 645, -287, -627, -552, 14, 928, -661, 798, -66, 273, 996, -208, -828, -411, 897, 927, -148, 119488
-701, -564, 860, 349, 221, -733, -175, 252, -540, 351, -610, -502, -319, 422, 91, 870, 33, 620, -779, -850, -959, -177, -604, 510, -386, -227, -761, 811, 552, -958, -816536
731, 476, -934, 604, -647, -930, -930, -520, -45, -211, -907, -684, -209, -331, 456, -436, 513, -292, -988, 256, -310, -394, 5, 295, 633, -476, 43, 295, 266, 844, -1062751
-294, 795, -172, -85, 432, -680, -288, 598, 285, -614, -21, 322, -332, -610, -328, -708, -333, 51, 123, 309, 863, 97, -826, -566, -209, -570, -13, 674, 45, -355, -2240610
-729, -719, -911, 549, 623, -447, -366, 311, -894, 902, -777, -731, 677, -769, -682, -780, -14, 208, -771, 725, -831, -613, 992, -71, 14, 510, 605, 572, -764, -537, -2836427
-173, -285, -16, -620, 720, 158, 341, 477, 293, 237, 118, -145, 695, 491, -246, -765, -253, -79, -822, 221, 615, -6, 437, -924, 29, 3, 498, -448, 808, 34, -1840646
